Trial,Reaction_Time,Response,Coherence,Direction,Key_Pressed,Radius,Theta,X,Y
192,6.883789,False,0.33,down,RightArrow,3.074145,354.3745,3.05934,-0.301347
193,4.722534,False,0.33,up,LeftArrow,2.162946,299.494,1.064887,-1.882645
194,1.046997,True,0.33,up,UpArrow,0.531373,320.3972,0.4094135,-0.3387299
195,6.474609,False,0.33,up,LeftArrow,1.857166,163.9538,-1.784809,0.5133435
196,3.057068,True,0.33,up,UpArrow,0.6804442,308.2877,0.4216101,-0.5340874
197,0.7698975,True,0.33,left,LeftArrow,0.2360034,266.4162,-0.01475206,-0.2355419
198,0.5701294,True,0.33,up,UpArrow,0.2766848,311.894,0.1847573,-0.2059592
199,0.6219482,True,0.33,up,UpArrow,0.4577861,276.478,0.05164819,-0.4548633
200,0.913269,True,0.33,down,DownArrow,0.09741592,113.9614,-0.03956269,0.08902054
201,24.44708,False,0.33,down,RightArrow,3.731876,10.39345,3.670644,0.6732556
202,7.686218,False,0.33,up,DownArrow,1.891026,190.3203,-1.860432,-0.3387787
203,4.900696,False,0.33,up,RightArrow,0.2580347,108.9662,-0.08386374,0.2440262
204,2.606079,True,0.33,down,DownArrow,0.2590404,86.93559,0.01384795,0.2586699
205,0.829834,True,0.33,down,DownArrow,1.302615,19.45086,1.228271,0.4337686
206,1.320984,False,0.33,up,RightArrow,2.815436,145.3681,-2.316598,1.600016
207,2.785889,False,0.33,right,LeftArrow,2.701909,153.1121,-2.409813,1.22193
